N E X T F L O W  ~  version 21.04.0-edge
Launching `/workdir/B5-Workflow-Earth-Observation/EO-01/workflow-dsl2.nf` [eo-experiment-r7-n14-e3] - revision: 95e4f03f65
[c1/2d8cbc] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19880824_20170907_01_T1)
[bc/6eac2a] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19961017_20180210_01_T1)
[07/a2d81b] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19890811_20180210_01_T1)
[a5/23679a] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19910427_20170808_01_T1)
[ca/2c0aa3] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19970121_20180613_01_T1)
[2a/95ec7c] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_20010209_20170207_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[43/f93248] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19870502_20170213_01_T1)
[f8/322d72] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19981023_20180728_01_T1)
[27/a9804f] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_19990730_20170218_01_T1)
[e4/2a43b0] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19980430_20180210_01_T1)
[cd/e5c0b6] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_20050815_20170113_01_T1)
[29/94cbfa] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_20000606_20180913_01_T1)
[40/df7fba] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19870315_20170213_01_T1)
[bf/5e4dad] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19961220_20180210_01_T1)
[e0/ff19fa] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_20040516_20180311_01_T1)
[cb/d6f33a] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19890827_20180302_01_T1)
[74/6d5ba3] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19970529_20180210_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[42/7fa16b] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_19991205_20170216_01_T1)
[f9/df5d38] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19930721_20180210_01_T1)
[89/b08601] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_20011124_20170213_01_T1)
[e9/5e2ed8] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19881230_20180210_01_T1)
[a0/4bc4b2] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_20061029_20180309_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[76/b96cb9] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19900830_20180302_01_T1)
[07/5fd16f] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_20001020_20170209_01_T1)
[12/d69e27] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19981108_20180210_01_T1)
[32/112a2c] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_20050908_20180126_01_T1)
[ac/bc3bd0] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19871025_20180210_01_T1)
[41/d6a078] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19910801_20180210_01_T1)
[70/6d8337] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19860702_20180430_01_T1)
[64/8b901c] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19910630_20171209_01_T1)
[a2/dd4eec] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_20040406_20170121_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[20/8a9367] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19920702_20170907_01_T1)
[0c/dccdd3] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19990706_20180210_01_T1)
[19/525e75] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19930603_20170613_01_T1)
[ec/a0b86e] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19960510_20180210_01_T1)
[86/ea628d] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19880402_20180210_01_T1)
[37/fd3627] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19950508_20180210_01_T1)
[16/85019a] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_20030919_20161204_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[83/4fea8e] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_20051205_20170111_01_T1)
[b4/80e406] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19990503_20180210_01_T1)
[10/812ebf] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19930502_20180210_01_T1)
[d0/b2e15d] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_20031013_20170123_01_T1)
[33/4929d2] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19950524_20180210_01_T1)
[d7/4af284] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_20010516_20170205_01_T1)
[76/a3b2d5] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19981007_20171210_01_T1)
[7d/77abca] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19910326_20180210_01_T1)
[fe/b35327] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19850731_20171212_01_T1)
[23/7da05d] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19980617_20170907_01_T1)
[25/d901ac] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19900219_20170717_01_T1)
[2c/b5b228] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19940809_20180721_01_T1)
[a1/a1642a] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19950828_20180609_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[93/e1595d] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19930110_20180210_01_T1)
[be/522a4e] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_20010329_20170205_01_T1)
[0a/890876] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_20041031_20170118_01_T1)
[b8/a56447] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_20060130_20180310_01_T1)
[df/ebfa41] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19920920_20180302_01_T1)
[75/28ce4b] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_20030319_20170125_01_T1)
[5a/c4a133] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_20040125_20180310_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[7c/a863a3] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19940910_20180112_01_T1)
[bd/a876a9] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_20001121_20170209_01_T1)
[fc/c57163] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_20011031_20180705_01_T1)
[99/6b6221] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19941215_20180613_01_T1)
[c8/efded7] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19901118_20180210_01_T1)
[0c/7b9ce1] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19950609_20180210_01_T1)
[08/736ac9] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_20010414_20170205_01_T1)
[77/a645af] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19950625_20180210_01_T1)
[01/7d8f1c] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_20010422_20180311_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[ee/69b0d6] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19900118_20180210_01_T1)
[2c/78203f] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19930518_20180210_01_T1)
[95/770cde] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_20051221_20170111_01_T1)
[53/d75c24] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19840930_20170220_01_T1)
[b6/21ea66] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_20011116_20180502_01_T1)
[b1/304507] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_20000223_20170213_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[ac/e5d333] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_20020111_20170201_01_T1)
[69/29fb65] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19860312_20180210_01_T1)
[d4/d1ceb8] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19900611_20180210_01_T1)
[0f/2a1e2f] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_20061114_20180309_01_T1)
[26/96cf9c] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19991229_20180210_01_T1)
[e8/6f72c6] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19890928_20170504_01_T1)
[09/48032f] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_20040913_20170119_01_T1)
[67/f30b21] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19911223_20180210_01_T1)
[eb/8a48f7] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19980108_20180210_01_T1)
[0b/69646b] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19910529_20180113_01_T1)
[9e/26578b] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19860531_20170217_01_T1)
[12/2bf6c7] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19851206_20171212_01_T1)
[f3/6ccbfe] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19980719_20180210_01_T1)
[32/e4399b] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19970918_20180210_01_T1)
[fd/5180c5] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19910902_20180302_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[9f/d2e301] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_20000614_20170211_01_T1)
[e6/b1657d] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_20050620_20180126_01_T1)
[2f/0c3ea0] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19930227_20180210_01_T1)
[51/49ae6b] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19901102_20180210_01_T1)
[eb/d2a056] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19990604_20180210_01_T1)
[a8/cd3984] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_20001028_20180623_01_T1)
[b3/64e6cf] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_20000708_20171210_01_T1)
[de/2d48f0] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19960220_20180210_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[0a/67cdf9] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19840525_20171214_01_T1)
[d6/9b0d9c] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_20000326_20170212_01_T1)
[d3/5f87b7] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_20000122_20170213_01_T1)
[e6/90140d] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19980804_20171215_01_T1)
[c1/34bf3c] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_20010422_20180921_01_T1)
[ff/60f6d2] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19880520_20180210_01_T1)
[51/4b7767] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19850205_20170219_01_T1)
[73/e6da4a] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19880909_20180210_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[5d/95ba59] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_20000817_20170210_01_T1)
[d5/531d36] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19990401_20180210_01_T1)
[da/39458a] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19930211_20170717_01_T1)
[f1/bac22d] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_20050714_20170113_01_T1)
[74/734400] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19861006_20180727_01_T1)
[e8/c32ce8] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19860819_20170216_01_T1)
[cb/e33465] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_20060717_20170107_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[7a/e28ebf] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19950812_20180210_01_T1)
[75/7bdeb9] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19940825_20180210_01_T1)
[98/3b9fe7] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19880808_20180210_01_T1)
[99/d53abd] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_20061106_20170107_01_T1)
[d5/37cdd4] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_20020228_20170131_01_T1)
[29/adb75c] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_20050409_20170115_01_T1)
[5c/a58c83] Submitted process > preprocessing:preprocess (LT04_L1TP_182036_19881206_20170205_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[1a/7149e3] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19991026_20180210_01_T1)
[a9/d439e4] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19961102_20180210_01_T1)
[d5/5b9cee] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19990823_20180210_01_T1)
[53/5d4312] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19891014_20180210_01_T1)
[09/d115e0] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19960119_20180210_01_T1)
[c9/2ee37a] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_20010812_20180501_01_T1)
[cd/1f71ba] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_20060514_20170108_01_T1)
[da/df6f1c] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_20060215_20180311_01_T1)
[16/67d0b8] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19880925_20180301_01_T1)
[16/9f0636] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_20060607_20180310_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[23/003432] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_20060810_20180310_01_T1)
[6d/898cef] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_20030404_20170125_01_T1)
[0f/05aee8] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19980124_20180210_01_T1)
[ef/3a2383] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19880605_20170808_01_T1)
[8c/b96d57] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19930315_20180430_01_T1)
[24/bd0976] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19931110_20180210_01_T1)
[0a/958a04] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19900424_20180210_01_T1)
[8c/a323f0] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_19991103_20170216_01_T1)
[80/631d91] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_20010108_20170208_01_T1)
[e9/7098ea] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19921006_20171209_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[9e/49bf92] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_20001113_20171209_01_T1)
[7c/47f1ae] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19900627_20180302_01_T1)
[e9/1cf680] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_20050527_20170114_01_T1)
[4c/39c25c] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19890507_20180620_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[f5/b41d67] Submitted process > preprocessing:preprocess (LT04_L1TP_182036_19890107_20170204_01_T1)
[3f/235a79] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19860718_20170217_01_T1)
[86/937a10] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19930705_20170717_01_T1)
[42/e1ca23] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_20000529_20170211_01_T1)
[06/f320da] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19940505_20180210_01_T1)
[a4/049bff] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19980820_20171215_01_T1)
[ab/bb7777] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19940419_20180210_01_T1)
[7e/7d142a] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19960526_20180210_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[a0/d8438e] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19881011_20180210_01_T1)
[da/d6b2db] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_20060327_20170110_01_T1)
[10/223fa4] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_20020620_20170130_01_T1)
[a0/2bcfac] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_20050401_20180128_01_T1)
[51/52aee7] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19970206_20180210_01_T1)
[cb/5ee58f] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19910310_20180210_01_T1)
[58/446f5f] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19950828_20201112_01_T1)
[4a/668655] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19951116_20180210_01_T1)
[80/3c4765] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19870705_20170212_01_T1)
[59/9267ef] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19860224_20180219_01_T1)
[a6/4ca41c] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19990807_20180210_01_T1)
[6d/ba808d] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_20000302_20180312_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[9e/539c49] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_20020730_20180616_01_T1)
[81/269a43] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19990924_20180210_01_T1)
[ce/37a2d9] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_20010905_20170203_01_T1)
[b7/a141ad] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19870518_20170212_01_T1)
[e9/006020] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19850715_20171212_01_T1)
[43/7c9b4b] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19920328_20180210_01_T1)
[57/2423bd] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19890131_20170717_01_T1)
[d8/70d7a8] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19881112_20180112_01_T1)
[b1/f8f1d2] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_20060818_20170109_01_T1)
[d6/797bb2] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_20010929_20170908_01_T1)
[95/7090cc] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19991127_20180210_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[15/c8ab7e] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19910817_20171214_01_T1)
[6c/0083c1] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_20040625_20170120_01_T1)
[ac/bf193c] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_20021026_20170127_01_T1)
[d2/18544e] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19980820_20180525_01_T1)
[19/55c1a6] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19970411_20180210_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[bd/cff893] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19961118_20180210_01_T1)
[f2/1b464f] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19890624_20180210_01_T1)
[c2/4b8ced] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19980601_20181107_01_T1)
[09/dcda4c] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19910716_20171208_01_T1)
[e5/089667] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19981210_20180218_01_T1)
[67/f5632f] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19930619_20180210_01_T1)
[30/954ad8] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_20020103_20161210_01_T1)
[45/b73c5b] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19980225_20180210_01_T1)
[53/9bd353] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19880418_20180613_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[af/5ab2fb] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19910614_20180210_01_T1)
[f7/7f583f] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_20041015_20170118_01_T1)
[87/4e5561] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19840914_20170220_01_T1)
[99/72588b] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_20060623_20180309_01_T1)
[91/7036ae] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19920515_20180210_01_T1)
[57/dbb2ea] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_20010524_20180918_01_T1)
[3d/6cd8de] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_20000910_20171211_01_T1)
[48/cfa71a] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_19991119_20170216_01_T1)
[3e/6fe2ed] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19870227_20180210_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[7d/64faa1] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19970513_20180210_01_T1)
[ee/377036] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19970902_20170907_01_T1)
[9e/93a33d] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19931009_20180218_01_T1)
[10/d225fc] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_20040804_20180310_01_T1)
[9c/3c507d] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19850901_20171212_01_T1)
[ce/62b753] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19880723_20180210_01_T1)
[ec/f8def2] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_20061216_20180312_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[54/2466c0] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_20010508_20180312_01_T1)
[87/f28527] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_20050519_20180127_01_T1)
[1b/f66e12] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19930923_20180210_01_T1)
[7b/d81a9a] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19940809_20200430_01_T1)
[2b/2dccb6] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19960424_20180210_01_T1)
[1a/052365] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19860429_20180210_01_T1)
[0e/76e350] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19950406_20180210_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[85/2c96ac] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19920209_20170808_01_T1)
[88/e1202c] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19870603_20170212_01_T1)
[d4/f5bd46] Submitted process > preprocessing:preprocess (LE07_L1TP_182036_20061005_20170108_01_T1)
[c1/3c82fb] Submitted process > preprocessing:preprocess (LT05_L1TP_182036_19900526_20170717_01_T1)
